city,city_ascii,country,admin_name
vernon hills,vernon hills,united states,illinois
streator,streator,united states,illinois
bloomingdale,bloomingdale,united states,illinois
normal,normal,united states,illinois
collinsville,collinsville,united states,illinois
monee,monee,united states,illinois
rolling meadows,rolling meadows,united states,illinois
litchfield,litchfield,united states,illinois
stickney,stickney,united states,illinois
dolton,dolton,united states,illinois
wood dale,wood dale,united states,illinois
danville,danville,united states,illinois
gurnee,gurnee,united states,illinois
rockton,rockton,united states,illinois
antioch,antioch,united states,illinois
summit,summit,united states,illinois
lake zurich,lake zurich,united states,illinois
glenwood,glenwood,united states,illinois
la salle,la salle,united states,illinois
mount zion,mount zion,united states,illinois
northfield,northfield,united states,illinois
orland park,orland park,united states,illinois
lawrenceville,lawrenceville,united states,illinois
bellwood,bellwood,united states,illinois
elmhurst,elmhurst,united states,illinois
forest park,forest park,united states,illinois
island lake,island lake,united states,illinois
riverside,riverside,united states,illinois
bourbonnais,bourbonnais,united states,illinois
saint joseph,saint joseph,united states,illinois
round lake,round lake,united states,illinois
flossmoor,flossmoor,united states,illinois
alsip,alsip,united states,illinois
streamwood,streamwood,united states,illinois
warrenville,warrenville,united states,illinois
plano,plano,united states,illinois
yorkville,yorkville,united states,illinois
sterling,sterling,united states,illinois
lombard,lombard,united states,illinois
sandwich,sandwich,united states,illinois
troy,troy,united states,illinois
savoy,savoy,united states,illinois
orland hills,orland hills,united states,illinois
east saint louis,east saint louis,united states,illinois
swansea,swansea,united states,illinois
chillicothe,chillicothe,united states,illinois
bridgeview,bridgeview,united states,illinois
wilmington,wilmington,united states,illinois
palos hills,palos hills,united states,illinois
geneseo,geneseo,united states,illinois
moline,moline,united states,illinois
west dundee,west dundee,united states,illinois
carbondale,carbondale,united states,illinois
bartlett,bartlett,united states,illinois
west chicago,west chicago,united states,illinois
rantoul,rantoul,united states,illinois
springfield,springfield,united states,illinois
saint charles,saint charles,united states,illinois
roscoe,roscoe,united states,illinois
pekin,pekin,united states,illinois
carol stream,carol stream,united states,illinois
westchester,westchester,united states,illinois
hawthorn woods,hawthorn woods,united states,illinois
park city,park city,united states,illinois
huntley,huntley,united states,illinois
hinsdale,hinsdale,united states,illinois
lyons,lyons,united states,illinois
skokie,skokie,united states,illinois
spring grove,spring grove,united states,illinois
northlake,northlake,united states,illinois
canton,canton,united states,illinois
johnsburg,johnsburg,united states,illinois
niles,niles,united states,illinois
braidwood,braidwood,united states,illinois
byron,byron,united states,illinois
cahokia,cahokia,united states,illinois
oak park,oak park,united states,illinois
dixon,dixon,united states,illinois
east moline,east moline,united states,illinois
south beloit,south beloit,united states,illinois
monticello,monticello,united states,illinois
herrin,herrin,united states,illinois
carmi,carmi,united states,illinois
effingham,effingham,united states,illinois
richton park,richton park,united states,illinois
machesney park,machesney park,united states,illinois
bolingbrook,bolingbrook,united states,illinois
highland park,highland park,united states,illinois
palos heights,palos heights,united states,illinois
batavia,batavia,united states,illinois
homewood,homewood,united states,illinois
ottawa,ottawa,united states,illinois
tinley park,tinley park,united states,illinois
shiloh,shiloh,united states,illinois
loves park,loves park,united states,illinois
lake bluff,lake bluff,united states,illinois
waukegan,waukegan,united states,illinois
chicago heights,chicago heights,united states,illinois
south elgin,south elgin,united states,illinois
pana,pana,united states,illinois
marion,marion,united states,illinois
itasca,itasca,united states,illinois
rock falls,rock falls,united states,illinois
downers grove,downers grove,united states,illinois
pontiac,pontiac,united states,illinois
rock island,rock island,united states,illinois
park forest,park forest,united states,illinois
mascoutah,mascoutah,united states,illinois
schiller park,schiller park,united states,illinois
la grange,la grange,united states,illinois
schaumburg,schaumburg,united states,illinois
mchenry,mchenry,united states,illinois
robbins,robbins,united states,illinois
princeton,princeton,united states,illinois
northbrook,northbrook,united states,illinois
salem,salem,united states,illinois
rochelle,rochelle,united states,illinois
woodridge,woodridge,united states,illinois
oak lawn,oak lawn,united states,illinois
steger,steger,united states,illinois
oswego,oswego,united states,illinois
wilmette,wilmette,united states,illinois
champaign,champaign,united states,illinois
berkeley,berkeley,united states,illinois
university park,university park,united states,illinois
campton hills,campton hills,united states,illinois
bradley,bradley,united states,illinois
colona,colona,united states,illinois
glen ellyn,glen ellyn,united states,illinois
winnetka,winnetka,united states,illinois
gillespie,gillespie,united states,illinois
murphysboro,murphysboro,united states,illinois
